consulta_fecha,dias_anticipacion,departure_airport_id,departure_airport_name,arrival_airport_id,arrival_airport_name,departure_date,departure_time,arrival_time,airline_1,airline_2,airline_3,airline_4,operator_1,operator_2,operator_3,operator_4,travel_class,duration_min,price_clp,type,emissions_this_flight,emissions_difference_percent,stops
2025-05-19,43,DEN,Denver International Airport,JFK,John F. Kennedy International Airport,2025-07-01,10:29 AM,6:30 PM,Delta,,,,,,,,Premium Economy,361,325412,One way,254,25,1 stop
2025-05-19,45,DEL,Indira Gandhi International Airport,CPH,Copenhagen Airport,2025-07-03,8:00 AM,10:10 PM,,,,,,,,,Premium Economy,1060,635345,One way,530,-27,1 stop
2025-05-19,45,DEL,Indira Gandhi International Airport,CPH,Copenhagen Airport,2025-07-03,10:05 AM,8:05 PM,British Airways,,,,,,,,Premium Economy,810,770317,One way,635,-13,1 stop
2025-05-19,45,DEL,Indira Gandhi International Airport,CPH,Copenhagen Airport,2025-07-03,2:55 AM,11:35 AM,Lufthansa,,,,,,,,Premium Economy,730,803505,One way,804,11,1 stop
2025-05-19,45,DEL,Indira Gandhi International Airport,CPH,Copenhagen Airport,2025-07-03,7:40 AM,4:15 PM,Finnair,,,,,,,,Premium Economy,725,816891,One way,608,-16,1 stop
2025-05-19,45,DEL,Indira Gandhi International Airport,CPH,Copenhagen Airport,2025-07-03,1:35 AM,1:05 PM,British Airways,,,,,,,,Premium Economy,210,770317,One way,718,,1 stop
2025-05-19,45,DEL,Indira Gandhi International Airport,CPH,Copenhagen Airport,2025-07-03,11:15 AM,11:30 PM,British Airways,,,,,,,,Premium Economy,945,772933,One way,705,,1 stop
2025-05-19,45,DEL,Indira Gandhi International Airport,CPH,Copenhagen Airport,2025-07-03,11:15 AM,9:30 AM,Scandinavian Airlines,,,,Sas Connect,,,,Premium Economy,1545,772933,One way,710,,1 stop
2025-05-19,45,DEL,Indira Gandhi International Airport,CPH,Copenhagen Airport,2025-07-03,1:45 AM,4:25 PM,Lufthansa,,,,Air Baltic,,,,Premium Economy,1090,792143,One way,690,,1 stop
2025-05-19,45,DEL,Indira Gandhi International Airport,CPH,Copenhagen Airport,2025-07-03,12:50 AM,10:40 AM,Air France,,,,,,,,Premium Economy,800,1118566,One way,709,,1 stop
2025-05-19,45,DEL,Indira Gandhi International Airport,CPH,Copenhagen Airport,2025-07-03,1:45 AM,11:10 AM,Scandinavian Airlines,Lufthansa,,,Cityjet,Cityjet,,,Premium Economy,775,1960906,One way,772,6,2 stop
2025-05-19,45,DEL,Indira Gandhi International Airport,CPH,Copenhagen Airport,2025-07-03,8:00 AM,10:10 PM,,,,,,,,,Premium Economy,1060,635345,One way,530,-27,1 stop
2025-05-19,45,DEL,Indira Gandhi International Airport,CPH,Copenhagen Airport,2025-07-03,10:05 AM,8:05 PM,British Airways,,,,,,,,Premium Economy,810,770317,One way,635,-13,1 stop
2025-05-19,45,DEL,Indira Gandhi International Airport,CPH,Copenhagen Airport,2025-07-03,2:55 AM,11:35 AM,Lufthansa,,,,,,,,Premium Economy,730,803505,One way,804,11,1 stop
2025-05-19,45,DEL,Indira Gandhi International Airport,CPH,Copenhagen Airport,2025-07-03,7:40 AM,4:15 PM,Finnair,,,,,,,,Premium Economy,725,816891,One way,608,-16,1 stop
2025-05-19,45,DEL,Indira Gandhi International Airport,CPH,Copenhagen Airport,2025-07-03,1:35 AM,1:05 PM,British Airways,,,,,,,,Premium Economy,210,770317,One way,718,,1 stop
2025-05-19,45,DEL,Indira Gandhi International Airport,CPH,Copenhagen Airport,2025-07-03,11:15 AM,11:30 PM,British Airways,,,,,,,,Premium Economy,945,772933,One way,705,,1 stop
2025-05-19,45,DEL,Indira Gandhi International Airport,CPH,Copenhagen Airport,2025-07-03,11:15 AM,9:30 AM,Scandinavian Airlines,,,,Sas Connect,,,,Premium Economy,1545,772933,One way,710,,1 stop
2025-05-19,45,DEL,Indira Gandhi International Airport,CPH,Copenhagen Airport,2025-07-03,1:45 AM,4:25 PM,Lufthansa,,,,Air Baltic,,,,Premium Economy,1090,792143,One way,690,,1 stop
2025-05-19,45,DEL,Indira Gandhi International Airport,CPH,Copenhagen Airport,2025-07-03,12:50 AM,10:40 AM,Air France,,,,,,,,Premium Economy,800,1118566,One way,709,,1 stop
2025-05-19,45,DEL,Indira Gandhi International Airport,CPH,Copenhagen Airport,2025-07-03,1:45 AM,11:10 AM,Scandinavian Airlines,Lufthansa,,,Cityjet,Cityjet,,,Premium Economy,775,1960906,One way,772,6,2 stop
2025-05-19,31,HKG,Hong Kong International Airport,MNL,Ninoy Aquino International Airport,2025-06-19,9:45 PM,6:25 PM,Philippine Airlines,EVA Air,,,,,,,Premium Economy,1240,1595054,Round trip,741,550,2 stop
2025-05-19,31,HKG,Hong Kong International Airport,MNL,Ninoy Aquino International Airport,2025-06-19,11:45 AM,4:10 AM,Philippine Airlines,Cathay Pacific,,,,,,,Premium Economy,985,2273988,Round trip,531,366,1 stop
2025-05-19,31,HKG,Hong Kong International Airport,MNL,Ninoy Aquino International Airport,2025-06-19,9:45 PM,6:00 PM,Philippine Airlines,EVA Air,,,,,,,Premium Economy,1215,2832000,Round trip,127,889,2 stop
2025-05-19,31,HKG,Hong Kong International Airport,MNL,Ninoy Aquino International Airport,2025-06-19,8:40 AM,6:25 PM,Philippine Airlines,Cathay Pacific,,,,,,,Premium Economy,585,3048035,Round trip,539,373,1 stop
2025-05-19,31,HKG,Hong Kong International Airport,MNL,Ninoy Aquino International Airport,2025-06-19,11:45 AM,11:50 PM,Philippine Airlines,Cathay Pacific,,,,,,,Premium Economy,725,3048035,Round trip,493,332,1 stop
2025-05-19,31,HKG,Hong Kong International Airport,MNL,Ninoy Aquino International Airport,2025-06-19,2:25 PM,11:20 PM,Singapore Airlines,,,,,,,,Premium Economy,535,,Round trip,410,260,1 stop
2025-05-19,31,HKG,Hong Kong International Airport,MNL,Ninoy Aquino International Airport,2025-06-19,9:45 PM,6:25 PM,Philippine Airlines,EVA Air,,,,,,,Premium Economy,1240,1595054,Round trip,741,550,2 stop
2025-05-19,31,HKG,Hong Kong International Airport,MNL,Ninoy Aquino International Airport,2025-06-19,11:45 AM,4:10 AM,Philippine Airlines,Cathay Pacific,,,,,,,Premium Economy,985,2273988,Round trip,531,366,1 stop
2025-05-19,31,HKG,Hong Kong International Airport,MNL,Ninoy Aquino International Airport,2025-06-19,9:45 PM,6:00 PM,Philippine Airlines,EVA Air,,,,,,,Premium Economy,1215,2832000,Round trip,127,889,2 stop
2025-05-19,31,HKG,Hong Kong International Airport,MNL,Ninoy Aquino International Airport,2025-06-19,8:40 AM,6:25 PM,Philippine Airlines,Cathay Pacific,,,,,,,Premium Economy,585,3048035,Round trip,539,373,1 stop
2025-05-19,31,HKG,Hong Kong International Airport,MNL,Ninoy Aquino International Airport,2025-06-19,11:45 AM,11:50 PM,Philippine Airlines,Cathay Pacific,,,,,,,Premium Economy,725,3048035,Round trip,493,332,1 stop
2025-05-19,31,HKG,Hong Kong International Airport,MNL,Ninoy Aquino International Airport,2025-06-19,2:25 PM,11:20 PM,Singapore Airlines,,,,,,,,Premium Economy,535,,Round trip,410,260,1 stop
2025-05-19,11,DUB,Dublin Airport,OSL,Oslo lufthavn,2025-05-30,7:05 PM,12:10 AM,Scandinavian Airlines,,,,,,,,Premium Economy,245,417254,Round trip,185,64,1 stop
2025-05-19,11,DUB,Dublin Airport,OSL,Oslo lufthavn,2025-05-30,12:20 PM,3:35 PM,Scandinavian Airlines,,,,,,,,Premium Economy,135,441795,Round trip,108,,Nonstop
2025-05-19,11,DUB,Dublin Airport,OSL,Oslo lufthavn,2025-05-30,12:40 PM,5:50 PM,Scandinavian Airlines,,,,Sas Connect,,,,Premium Economy,250,485511,Round trip,161,42,1 stop
2025-05-19,11,DUB,Dublin Airport,OSL,Oslo lufthavn,2025-05-30,7:05 PM,12:10 AM,Scandinavian Airlines,,,,,,,,Premium Economy,245,417254,Round trip,185,64,1 stop
2025-05-19,11,DUB,Dublin Airport,OSL,Oslo lufthavn,2025-05-30,12:20 PM,3:35 PM,Scandinavian Airlines,,,,,,,,Premium Economy,135,441795,Round trip,108,,Nonstop
2025-05-19,11,DUB,Dublin Airport,OSL,Oslo lufthavn,2025-05-30,12:40 PM,5:50 PM,Scandinavian Airlines,,,,Sas Connect,,,,Premium Economy,250,485511,Round trip,161,42,1 stop
2025-05-19,28,FRA,Frankfurt Airport,LAX,Los Angeles International Airport,2025-06-16,12:30 PM,3:30 PM,Condor,,,,,,,,Premium Economy,,892579,Round trip,763,-10,Nonstop
2025-05-19,28,FRA,Frankfurt Airport,LAX,Los Angeles International Airport,2025-06-16,1:45 PM,8:00 PM,Alaska,Condor,,,,,,,Premium Economy,915,924082,Round trip,806,,1 stop
2025-05-19,28,FRA,Frankfurt Airport,LAX,Los Angeles International Airport,2025-06-16,3:15 PM,10:10 PM,WestJet,Condor,,,,,,,Premium Economy,955,966087,Round trip,747,-12,1 stop
2025-05-19,28,FRA,Frankfurt Airport,LAX,Los Angeles International Airport,2025-06-16,10:30 AM,1:00 PM,Lufthansa,United,,,,,,,Premium Economy,690,1627031,Round trip,816,,Nonstop
2025-05-19,28,FRA,Frankfurt Airport,LAX,Los Angeles International Airport,2025-06-16,2:20 PM,9:35 PM,Air Canada,Lufthansa,,,,,,,Premium Economy,975,1625980,Round trip,772,-9,1 stop
2025-05-19,28,FRA,Frankfurt Airport,LAX,Los Angeles International Airport,2025-06-16,1:50 PM,4:55 PM,Lufthansa,United,,,,,,,Premium Economy,725,1627031,Round trip,13,20,Nonstop
2025-05-19,28,FRA,Frankfurt Airport,LAX,Los Angeles International Airport,2025-06-16,5:10 PM,8:55 AM,United,,,,,,,,Premium Economy,1485,1632292,Round trip,936,11,1 stop
2025-05-19,28,FRA,Frankfurt Airport,LAX,Los Angeles International Airport,2025-06-16,5:20 PM,12:13 AM,Lufthansa,United,,,,,,,Premium Economy,953,1650669,Round trip,852,,1 stop
2025-05-19,28,FRA,Frankfurt Airport,LAX,Los Angeles International Airport,2025-06-16,6:35 AM,1:25 PM,British Airways,American,Iberia,,,,,,Premium Economy,950,1773595,Round trip,795,-6,1 stop
2025-05-19,28,FRA,Frankfurt Airport,LAX,Los Angeles International Airport,2025-06-16,10:15 AM,2:50 PM,Delta,KLM,,,German Airways,German Airways,,,Premium Economy,815,2055930,Round trip,618,-27,1 stop
2025-05-19,28,FRA,Frankfurt Airport,LAX,Los Angeles International Airport,2025-06-16,12:30 PM,3:30 PM,Condor,,,,,,,,Premium Economy,,892579,Round trip,763,-10,Nonstop
2025-05-19,28,FRA,Frankfurt Airport,LAX,Los Angeles International Airport,2025-06-16,1:45 PM,8:00 PM,Alaska,Condor,,,,,,,Premium Economy,915,924082,Round trip,806,,1 stop
2025-05-19,28,FRA,Frankfurt Airport,LAX,Los Angeles International Airport,2025-06-16,3:15 PM,10:10 PM,WestJet,Condor,,,,,,,Premium Economy,955,966087,Round trip,747,-12,1 stop
2025-05-19,28,FRA,Frankfurt Airport,LAX,Los Angeles International Airport,2025-06-16,10:30 AM,1:00 PM,Lufthansa,United,,,,,,,Premium Economy,690,1627031,Round trip,816,,Nonstop
2025-05-19,28,FRA,Frankfurt Airport,LAX,Los Angeles International Airport,2025-06-16,2:20 PM,9:35 PM,Air Canada,Lufthansa,,,,,,,Premium Economy,975,1625980,Round trip,772,-9,1 stop
2025-05-19,28,FRA,Frankfurt Airport,LAX,Los Angeles International Airport,2025-06-16,1:50 PM,4:55 PM,Lufthansa,United,,,,,,,Premium Economy,725,1627031,Round trip,13,20,Nonstop
2025-05-19,28,FRA,Frankfurt Airport,LAX,Los Angeles International Airport,2025-06-16,5:10 PM,8:55 AM,United,,,,,,,,Premium Economy,1485,1632292,Round trip,936,11,1 stop
2025-05-19,28,FRA,Frankfurt Airport,LAX,Los Angeles International Airport,2025-06-16,5:20 PM,12:13 AM,Lufthansa,United,,,,,,,Premium Economy,953,1650669,Round trip,852,,1 stop
2025-05-19,28,FRA,Frankfurt Airport,LAX,Los Angeles International Airport,2025-06-16,6:35 AM,1:25 PM,British Airways,American,Iberia,,,,,,Premium Economy,950,1773595,Round trip,795,-6,1 stop
2025-05-19,28,FRA,Frankfurt Airport,LAX,Los Angeles International Airport,2025-06-16,10:15 AM,2:50 PM,Delta,KLM,,,German Airways,German Airways,,,Premium Economy,815,2055930,Round trip,618,-27,1 stop
2025-05-19,58,PEK,Beijing Capital International Airport,BOG,El Dorado International Airport,2025-07-16,3:10 PM,8:25 PM,Avianca,ANA,,,,,,,First,2535,9252720,One way,39,,2 stop
2025-05-19,58,PEK,Beijing Capital International Airport,BOG,El Dorado International Airport,2025-07-16,3:10 PM,8:14 PM,Avianca,ANA,,,,,,,First,2524,9265683,One way,12,-6,2 stop
2025-05-19,58,PEK,Beijing Capital International Airport,BOG,El Dorado International Airport,2025-07-16,3:10 PM,12:25 PM,Avianca,United,ANA,,,,,,First,2055,9677911,One way,882,-9,2 stop
2025-05-19,58,PEK,Beijing Capital International Airport,BOG,El Dorado International Airport,2025-07-16,1:30 AM,7:50 PM,Korean Air,Avianca,,,,,,,First,1880,12679144,One way,3,17,2 stop
2025-05-19,58,PEK,Beijing Capital International Airport,BOG,El Dorado International Airport,2025-07-16,10:40 AM,5:25 AM,Asiana Airlines,Korean Air,Avianca,,,,,,First,1905,12679144,One way,752,35,2 stop
2025-05-19,58,PEK,Beijing Capital International Airport,BOG,El Dorado International Airport,2025-07-16,1:30 PM,5:25 AM,Korean Air,Avianca,,,,,,,First,1735,12679144,One way,546,30,2 stop
2025-05-19,58,PEK,Beijing Capital International Airport,BOG,El Dorado International Airport,2025-07-16,3:30 PM,8:14 PM,Asiana Airlines,Korean Air,Avianca,,,,,,First,2504,12679144,One way,641,9,2 stop
2025-05-19,58,PEK,Beijing Capital International Airport,BOG,El Dorado International Airport,2025-07-16,6:30 PM,7:50 PM,Korean Air,Avianca,,,,,,,First,2300,12679144,One way,3,17,2 stop
2025-05-19,58,PEK,Beijing Capital International Airport,BOG,El Dorado International Airport,2025-07-16,7:25 AM,3:10 PM,Emirates,,,,,,,,First,2685,14929938,One way,695,80,2 stop
2025-05-19,58,PEK,Beijing Capital International Airport,BOG,El Dorado International Airport,2025-07-16,4:15 PM,3:00 AM,Air China,Avianca,,,,,,,First,1425,,One way,171,21,1 stop
2025-05-19,58,PEK,Beijing Capital International Airport,BOG,El Dorado International Airport,2025-07-16,3:10 PM,8:25 PM,Avianca,ANA,,,,,,,First,2535,9252720,One way,39,,2 stop
2025-05-19,58,PEK,Beijing Capital International Airport,BOG,El Dorado International Airport,2025-07-16,3:10 PM,8:14 PM,Avianca,ANA,,,,,,,First,2524,9265683,One way,12,-6,2 stop
2025-05-19,58,PEK,Beijing Capital International Airport,BOG,El Dorado International Airport,2025-07-16,3:10 PM,12:25 PM,Avianca,United,ANA,,,,,,First,2055,9677911,One way,882,-9,2 stop
2025-05-19,58,PEK,Beijing Capital International Airport,BOG,El Dorado International Airport,2025-07-16,1:30 AM,7:50 PM,Korean Air,Avianca,,,,,,,First,1880,12679144,One way,3,17,2 stop
2025-05-19,58,PEK,Beijing Capital International Airport,BOG,El Dorado International Airport,2025-07-16,10:40 AM,5:25 AM,Asiana Airlines,Korean Air,Avianca,,,,,,First,1905,12679144,One way,752,35,2 stop
2025-05-19,58,PEK,Beijing Capital International Airport,BOG,El Dorado International Airport,2025-07-16,1:30 PM,5:25 AM,Korean Air,Avianca,,,,,,,First,1735,12679144,One way,546,30,2 stop
2025-05-19,58,PEK,Beijing Capital International Airport,BOG,El Dorado International Airport,2025-07-16,3:30 PM,8:14 PM,Asiana Airlines,Korean Air,Avianca,,,,,,First,2504,12679144,One way,641,9,2 stop
2025-05-19,58,PEK,Beijing Capital International Airport,BOG,El Dorado International Airport,2025-07-16,6:30 PM,7:50 PM,Korean Air,Avianca,,,,,,,First,2300,12679144,One way,3,17,2 stop
2025-05-19,58,PEK,Beijing Capital International Airport,BOG,El Dorado International Airport,2025-07-16,7:25 AM,3:10 PM,Emirates,,,,,,,,First,2685,14929938,One way,695,80,2 stop
2025-05-19,58,PEK,Beijing Capital International Airport,BOG,El Dorado International Airport,2025-07-16,4:15 PM,3:00 AM,Air China,Avianca,,,,,,,First,1425,,One way,171,21,1 stop
2025-05-19,58,MNL,Ninoy Aquino International Airport,DEL,Indira Gandhi International Airport,2025-07-16,1:15 PM,10:05 PM,AirAsia X,AirAsia,,,,,,,Economy,680,225245,One way,400,-13,1 stop
2025-05-19,58,MNL,Ninoy Aquino International Airport,DEL,Indira Gandhi International Airport,2025-07-16,12:55 PM,9:50 PM,THAI,,,,,,,,Economy,685,334847,One way,487,6,1 stop
2025-05-19,58,MNL,Ninoy Aquino International Airport,DEL,Indira Gandhi International Airport,2025-07-16,7:55 PM,2:15 AM,THAI,,,,,,,,Economy,530,334847,One way,421,-8,1 stop
2025-05-19,58,MNL,Ninoy Aquino International Airport,DEL,Indira Gandhi International Airport,2025-07-16,12:50 PM,9:50 PM,Malaysia Airlines,,,,,,,,Economy,690,338841,One way,473,,1 stop
2025-05-19,58,MNL,Ninoy Aquino International Airport,DEL,Indira Gandhi International Airport,2025-07-16,12:30 PM,9:10 PM,Cathay Pacific,,,,,,,,Economy,670,401595,One way,396,-14,1 stop
2025-05-19,58,MNL,Ninoy Aquino International Airport,DEL,Indira Gandhi International Airport,2025-07-16,3:05 PM,9:50 PM,Malaysia Airlines,,,,,,,,Economy,1995,280633,One way,447,,1 stop
2025-05-19,58,MNL,Ninoy Aquino International Airport,DEL,Indira Gandhi International Airport,2025-07-16,3:05 PM,12:15 PM,Malaysia Airlines,,,,,,,,Economy,1420,407182,One way,441,,1 stop
2025-05-19,58,MNL,Ninoy Aquino International Airport,DEL,Indira Gandhi International Airport,2025-07-16,8:20 PM,9:10 PM,Cathay Pacific,,,,,,,,Economy,1640,415991,One way,396,-14,1 stop
2025-05-19,58,MNL,Ninoy Aquino International Airport,DEL,Indira Gandhi International Airport,2025-07-16,11:55 PM,4:50 PM,Asiana Airlines,Air India,,,,,,,Economy,1165,551836,One way,609,33,1 stop
2025-05-19,58,MNL,Ninoy Aquino International Airport,DEL,Indira Gandhi International Airport,2025-07-16,7:35 PM,5:40 AM,Singapore Airlines,Scoot,,,,,,,Economy,755,,One way,366,-20,1 stop
2025-05-19,58,MNL,Ninoy Aquino International Airport,DEL,Indira Gandhi International Airport,2025-07-16,1:15 PM,10:05 PM,AirAsia X,AirAsia,,,,,,,Economy,680,225245,One way,400,-13,1 stop
2025-05-19,58,MNL,Ninoy Aquino International Airport,DEL,Indira Gandhi International Airport,2025-07-16,12:55 PM,9:50 PM,THAI,,,,,,,,Economy,685,334847,One way,487,6,1 stop
2025-05-19,58,MNL,Ninoy Aquino International Airport,DEL,Indira Gandhi International Airport,2025-07-16,7:55 PM,2:15 AM,THAI,,,,,,,,Economy,530,334847,One way,421,-8,1 stop
2025-05-19,58,MNL,Ninoy Aquino International Airport,DEL,Indira Gandhi International Airport,2025-07-16,12:50 PM,9:50 PM,Malaysia Airlines,,,,,,,,Economy,690,338841,One way,473,,1 stop
2025-05-19,58,MNL,Ninoy Aquino International Airport,DEL,Indira Gandhi International Airport,2025-07-16,12:30 PM,9:10 PM,Cathay Pacific,,,,,,,,Economy,670,401595,One way,396,-14,1 stop
2025-05-19,58,MNL,Ninoy Aquino International Airport,DEL,Indira Gandhi International Airport,2025-07-16,3:05 PM,9:50 PM,Malaysia Airlines,,,,,,,,Economy,1995,280633,One way,447,,1 stop
2025-05-19,58,MNL,Ninoy Aquino International Airport,DEL,Indira Gandhi International Airport,2025-07-16,3:05 PM,12:15 PM,Malaysia Airlines,,,,,,,,Economy,1420,407182,One way,441,,1 stop
2025-05-19,58,MNL,Ninoy Aquino International Airport,DEL,Indira Gandhi International Airport,2025-07-16,8:20 PM,9:10 PM,Cathay Pacific,,,,,,,,Economy,1640,415991,One way,396,-14,1 stop
2025-05-19,58,MNL,Ninoy Aquino International Airport,DEL,Indira Gandhi International Airport,2025-07-16,11:55 PM,4:50 PM,Asiana Airlines,Air India,,,,,,,Economy,1165,551836,One way,609,33,1 stop
2025-05-19,58,MNL,Ninoy Aquino International Airport,DEL,Indira Gandhi International Airport,2025-07-16,7:35 PM,5:40 AM,Singapore Airlines,Scoot,,,,,,,Economy,755,,One way,366,-20,1 stop
2025-05-19,16,VIE,Vienna International Airport,DXB,Dubai International Airport,2025-06-04,10:05 PM,3:45 PM,Ethiopian,,,,,,,,Business,940,2127828,Round trip,309,132,1 stop
2025-05-19,16,VIE,Vienna International Airport,DXB,Dubai International Airport,2025-06-04,9:35 AM,9:05 PM,SWISS,,,,,,,,Business,570,2356067,Round trip,260,27,1 stop
2025-05-19,16,VIE,Vienna International Airport,DXB,Dubai International Airport,2025-06-04,11:20 AM,10:35 PM,Lufthansa,Austrian,,,,,,,Business,555,2361363,Round trip,328,33,1 stop
2025-05-19,16,VIE,Vienna International Airport,DXB,Dubai International Airport,2025-06-04,7:45 PM,5:55 AM,Turkish Airlines,,,,,,,,Business,490,2557669,Round trip,947,,1 stop
2025-05-19,16,VIE,Vienna International Airport,DXB,Dubai International Airport,2025-06-04,8:25 AM,9:05 PM,Austrian,SWISS,,,,,,,Business,640,2356067,Round trip,278,28,1 stop
2025-05-19,16,VIE,Vienna International Airport,DXB,Dubai International Airport,2025-06-04,9:20 AM,11:00 PM,KLM,,,,,,,,Business,700,2473050,Round trip,510,52,1 stop
2025-05-19,16,VIE,Vienna International Airport,DXB,Dubai International Airport,2025-06-04,1:50 PM,12:20 AM,Turkish Airlines,,,,,,,,Business,510,2552415,Round trip,236,24,1 stop
2025-05-19,16,VIE,Vienna International Airport,DXB,Dubai International Airport,2025-06-04,3:30 PM,11:10 PM,Emirates,,,,,,,,Business,340,3888999,Round trip,281,29,Nonstop
2025-05-19,16,VIE,Vienna International Airport,DXB,Dubai International Airport,2025-06-04,10:40 PM,6:15 AM,Emirates,,,,,,,,Business,335,3888999,Round trip,355,36,Nonstop
2025-05-19,16,VIE,Vienna International Airport,DXB,Dubai International Airport,2025-06-04,11:10 AM,8:35 PM,Royal Jordanian,Austrian,,,,,,,Business,445,8311287,Round trip,906,-9,1 stop
2025-05-19,16,VIE,Vienna International Airport,DXB,Dubai International Airport,2025-06-04,10:05 PM,3:45 PM,Ethiopian,,,,,,,,Business,940,2127828,Round trip,309,132,1 stop
2025-05-19,16,VIE,Vienna International Airport,DXB,Dubai International Airport,2025-06-04,9:35 AM,9:05 PM,SWISS,,,,,,,,Business,570,2356067,Round trip,260,27,1 stop
2025-05-19,16,VIE,Vienna International Airport,DXB,Dubai International Airport,2025-06-04,11:20 AM,10:35 PM,Lufthansa,Austrian,,,,,,,Business,555,2361363,Round trip,328,33,1 stop
2025-05-19,16,VIE,Vienna International Airport,DXB,Dubai International Airport,2025-06-04,7:45 PM,5:55 AM,Turkish Airlines,,,,,,,,Business,490,2557669,Round trip,947,,1 stop
2025-05-19,16,VIE,Vienna International Airport,DXB,Dubai International Airport,2025-06-04,8:25 AM,9:05 PM,Austrian,SWISS,,,,,,,Business,640,2356067,Round trip,278,28,1 stop
2025-05-19,16,VIE,Vienna International Airport,DXB,Dubai International Airport,2025-06-04,9:20 AM,11:00 PM,KLM,,,,,,,,Business,700,2473050,Round trip,510,52,1 stop
2025-05-19,16,VIE,Vienna International Airport,DXB,Dubai International Airport,2025-06-04,1:50 PM,12:20 AM,Turkish Airlines,,,,,,,,Business,510,2552415,Round trip,236,24,1 stop
2025-05-19,16,VIE,Vienna International Airport,DXB,Dubai International Airport,2025-06-04,3:30 PM,11:10 PM,Emirates,,,,,,,,Business,340,3888999,Round trip,281,29,Nonstop
2025-05-19,16,VIE,Vienna International Airport,DXB,Dubai International Airport,2025-06-04,10:40 PM,6:15 AM,Emirates,,,,,,,,Business,335,3888999,Round trip,355,36,Nonstop
2025-05-19,16,VIE,Vienna International Airport,DXB,Dubai International Airport,2025-06-04,11:10 AM,8:35 PM,Royal Jordanian,Austrian,,,,,,,Business,445,8311287,Round trip,906,-9,1 stop
2025-05-19,21,BRU,Brussels Airport,DXB,Dubai International Airport,2025-06-09,3:20 PM,11:55 PM,Emirates,,,,,,,,First,395,7888970,Round trip,929,25,Nonstop
2025-05-19,21,BRU,Brussels Airport,DXB,Dubai International Airport,2025-06-09,9:45 PM,6:15 AM,Emirates,,,,,,,,First,390,7888970,Round trip,929,25,Nonstop
2025-05-19,21,BRU,Brussels Airport,DXB,Dubai International Airport,2025-06-09,9:40 AM,9:05 PM,SWISS,,,,,,,,First,565,8024237,Round trip,544,,1 stop
2025-05-19,21,BRU,Brussels Airport,DXB,Dubai International Airport,2025-06-09,6:55 AM,9:05 PM,Brussels Airlines,SWISS,,,Air Baltic,Air Baltic,,,First,730,8024237,Round trip,564,,1 stop
2025-05-19,21,BRU,Brussels Airport,DXB,Dubai International Airport,2025-06-09,10:15 AM,10:55 PM,Emirates,,,,,,,,First,640,9212546,Round trip,717,11,1 stop
2025-05-19,21,BRU,Brussels Airport,DXB,Dubai International Airport,2025-06-09,8:30 AM,7:15 PM,Lufthansa,Emirates,,,,,,,First,525,9946975,Round trip,827,18,1 stop
2025-05-19,21,BRU,Brussels Airport,DXB,Dubai International Airport,2025-06-09,8:55 AM,11:45 PM,Lufthansa,Emirates,,,,,,,First,770,10386345,Round trip,756,14,1 stop
2025-05-19,21,BRU,Brussels Airport,DXB,Dubai International Airport,2025-06-09,6:55 PM,5:50 AM,Emirates,ITA,,,,,,,First,535,12347299,Round trip,847,20,1 stop
2025-05-19,21,BRU,Brussels Airport,DXB,Dubai International Airport,2025-06-09,3:20 PM,11:55 PM,Emirates,,,,,,,,First,395,7888970,Round trip,929,25,Nonstop
2025-05-19,21,BRU,Brussels Airport,DXB,Dubai International Airport,2025-06-09,9:45 PM,6:15 AM,Emirates,,,,,,,,First,390,7888970,Round trip,929,25,Nonstop
2025-05-19,21,BRU,Brussels Airport,DXB,Dubai International Airport,2025-06-09,9:40 AM,9:05 PM,SWISS,,,,,,,,First,565,8024237,Round trip,544,,1 stop
2025-05-19,21,BRU,Brussels Airport,DXB,Dubai International Airport,2025-06-09,6:55 AM,9:05 PM,Brussels Airlines,SWISS,,,Air Baltic,Air Baltic,,,First,730,8024237,Round trip,564,,1 stop
2025-05-19,21,BRU,Brussels Airport,DXB,Dubai International Airport,2025-06-09,10:15 AM,10:55 PM,Emirates,,,,,,,,First,640,9212546,Round trip,717,11,1 stop
2025-05-19,21,BRU,Brussels Airport,DXB,Dubai International Airport,2025-06-09,8:30 AM,7:15 PM,Lufthansa,Emirates,,,,,,,First,525,9946975,Round trip,827,18,1 stop
2025-05-19,21,BRU,Brussels Airport,DXB,Dubai International Airport,2025-06-09,8:55 AM,11:45 PM,Lufthansa,Emirates,,,,,,,First,770,10386345,Round trip,756,14,1 stop
2025-05-19,21,BRU,Brussels Airport,DXB,Dubai International Airport,2025-06-09,6:55 PM,5:50 AM,Emirates,ITA,,,,,,,First,535,12347299,Round trip,847,20,1 stop
2025-05-19,29,BRU,Brussels Airport,VIE,Vienna International Airport,2025-06-17,3:40 PM,5:20 PM,Brussels Airlines,Austrian,,,,,,,Business,100,270281,One way,161,,Nonstop
2025-05-19,29,BRU,Brussels Airport,VIE,Vienna International Airport,2025-06-17,5:30 PM,7:10 PM,Brussels Airlines,Austrian,,,Air Baltic,Air Baltic,,,Business,100,270281,One way,158,,Nonstop
2025-05-19,29,BRU,Brussels Airport,VIE,Vienna International Airport,2025-06-17,7:55 PM,9:35 PM,Brussels Airlines,Austrian,,,,,,,Business,100,270281,One way,143,-9,Nonstop
